location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response,semi_clean_text,final_text,wordcloud_text,sentiment,aspects
Telaga Punggur Ferry Terminal,Laras Setyo Windyrianto,True,Local Guide · 12 ulasan · 2 foto,1 bintang,setahun lalu,HELM KU HILANG BEJIRRRRR PADAHAL PARKIR DI DALAM,0,False,,helm ku hilang bejirrrrr padahal parkir di dalam,helm ku hilang bejirrrrr parkir,helm ku hilang bejirrrrr parkir,NEGATIF,"['Parkir', 'Keamanan']"
Telaga Punggur Ferry Terminal,Sukhirul Sudipo,True,Local Guide · 44 ulasan · 52 foto,5 bintang,2 tahun lalu,Lengkap dengan Mushalla dan tempat makan di samping halaman parkir Pelabuhan Kundur,0,False,,lengkap dengan mushalla dan tempat makan di samping halaman parkir pelabuhan kundur,lengkap mushalla makan samping halaman parkir kundur,lengkap mushalla makan samping halaman parkir kundur,POSITIF,"['Parkir', 'Keamanan']"
Telaga Punggur Ferry Terminal,Lak Tho Tan,True,Local Guide · 368 ulasan · 183 foto,2 bintang,6 tahun lalu,Far from town. But has direct ferry to Tanjung Pinang. Taxi is controlled by group and Ride Hailing Taxis not allowed to pick passengers.,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Teddy wahono,False,8 ulasan · 1 foto,5 bintang,setahun lalu,Nyerang kapal Muaro Tungkal ke Batam  degan roda  empat,0,False,,nyerang kapal muaro tungkal ke batam degan roda empat,nyerang muaro tungkal degan roda empat,nyerang muaro tungkal degan roda empat,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Pixie huang,True,Local Guide · 60 ulasan · 131 foto,4 bintang,Diedit 4 tahun lalu,"Quite clean & less passanger now during pandemic. Speedboat depart every 1/2hour if there are 14passangers or more, but if after 1 hour still not enough passangers, they will surely depart anyway. Only take 15min from Punggur Harbour to … Lainnya",2,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,N LeeXie,True,Local Guide · 134 ulasan · 496 foto,5 bintang,4 tahun lalu,"Seaport from batam to tanjungpinang about 1hour 5mins

Price est rp 70.000 for single trip",1,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Syaif muhami shidiq (Kukirakira),True,Local Guide · 247 ulasan · 1.726 foto,2 bintang,9 tahun lalu,"bangunan kurang bagus, banyak calo dan adanya uang masuk 10rb ke pelabuhan, buat apa tuuh kan udh bayar tiket",0,False,,bangunan kurang bagus banyak calo dan adanya uang masuk rb ke pelabuhan buat apa tuuh kan udh bayar tiket,bangun kurang bagus calo ada rb tuuh udh,bangunan kurang bagus calo adanya rb tuuh udh,NEGATIF,['Keamanan']
Telaga Punggur Ferry Terminal,Alex Chung,False,3 ulasan · 5 foto,5 bintang,2 tahun lalu,Terima kasih kepada Pengelola. Sekarang beli tiket lebih mudah via Livin' Bank Mandiri.,0,True,,terima kasih kepada pengelola sekarang beli tiket lebih mudah via livin bank mandiri,terima kelola mudah via livin bank mandiri,terima pengelola mudah via livin bank mandiri,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,hasbi ash shiddieqy,False,8 ulasan,4 bintang,Diedit 4 tahun lalu,"pelabuhan fery domestik melayani rute tanjung pinang,tanjung uban dan dabo",0,False,,pelabuhan fery domestik melayani rute tanjung pinang tanjung uban dan dabo,fery layan rute dabo,fery melayani rute dabo,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Yan Cahyadi Anas Family,True,Local Guide · 155 ulasan · 419 foto,4 bintang,Diedit 2 tahun lalu,"Pelabuhan domestik di Pulau Batam yang memiliki rute tujuan tanjung pinang, tanjung Uban, jagoh Dabo Singkep",0,False,,pelabuhan domestik di pulau batam yang memiliki rute tujuan tanjung pinang tanjung uban jagoh dabo singkep,milik rute jagoh dabo singkep,memiliki rute jagoh dabo singkep,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Agustiar Azet,True,Local Guide · 92 ulasan · 11 foto,3 bintang,8 tahun lalu,Terminal sudah bagus tapi untuk keberangkatan penumpang capek karena harus berputar,0,False,,terminal sudah bagus tapi untuk keberangkatan penumpang capek karena harus berputar,bagus berangkat capek putar,bagus keberangkatan capek berputar,NETRAL,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,jufri aulia,True,Local Guide · 248 ulasan · 77 foto,5 bintang,Diedit 2 tahun lalu,Allhamdulillah setiap hari ada Roro ke tungkal.,0,False,,allhamdulillah setiap hari ada roro ke tungkal,allhamdulillah tungkal,allhamdulillah tungkal,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,donny yunior,True,Local Guide · 166 ulasan · 1.164 foto,4 bintang,8 tahun lalu,"Supported services for passengers.need more space for car parking.muddy parking area,need more concern by port management.parking all day long is safety.",1,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,librarian,True,Local Guide · 29 ulasan · 97 foto,5 bintang,3 tahun lalu,"Salah satu pelabuhan tersibuk di Batam. Disebelahnya pelabuhan Roro yang mau bawa kendaraan ke Bintan lewat tanjung uban..
Video yang saya unggah ketika cuaca buruk pada awal tahun baru Januari 2023, … Lainnya",2,True,,salah satu pelabuhan tersibuk di batam disebelahnya pelabuhan roro yang mau bawa kendaraan ke bintan lewat tanjung uban video yang saya unggah ketika cuaca buruk pada awal tahun baru januari lainnya,sibuk belah kendara lewat video unggah cuaca buruk baru januari lain,tersibuk disebelahnya kendaraan lewat video unggah cuaca buruk baru januari lainnya,POSITIF,['Fasilitas']
Telaga Punggur Ferry Terminal,Moh Thahir,True,Local Guide · 22 ulasan · 192 foto,5 bintang,7 tahun lalu,"Pelabuhan Punggur memiliki fasilitas yg cukup, dan layak, tetatur dan bersih.",0,False,,pelabuhan punggur memiliki fasilitas yg cukup dan layak tetatur dan bersih,milik fasilitas layak tetatur bersih,memiliki fasilitas layak tetatur bersih,POSITIF,"['Fasilitas', 'Kebersihan']"
Telaga Punggur Ferry Terminal,Zainal Abidin,True,Local Guide · 71 ulasan · 10 foto,4 bintang,7 tahun lalu,salah satu akses buat ke tanjung pinang jika kita berada di pulau batam,0,False,,salah satu akses buat ke tanjung pinang jika kita berada di pulau batam,akses ada,akses berada,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Tri Soesilo,True,Local Guide · 139 ulasan · 11 foto,2 bintang,8 tahun lalu,Perlu penataan ulang berkenaan dgn taksi,0,False,,perlu penataan ulang berkenaan dengan taksi,tata ulang kena,penataan ulang berkenaan,NEGATIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Ag Djo,True,Local Guide · 357 ulasan · 437 foto,3 bintang,7 tahun lalu,"I have to give you 3 star to make you a feeling that something shall be improved.
First impression this is what a seaport shall be. Currently this is the best … Lainnya",2,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,margaretha nurrunisa,True,Local Guide · 14 ulasan · 1 foto,5 bintang,7 tahun lalu,Terminal bagus dan bersih. Sbg penghubung utk penumpang yg mau ke tj pinang dan skitarnya.,0,False,,terminal bagus dan bersih sbg penghubung utk penumpang yg mau ke tj pinang dan skitarnya,bagus bersih sbg hubung utk tj skitarnya,bagus bersih sbg penghubung utk tj skitarnya,POSITIF,['Kebersihan']
Telaga Punggur Ferry Terminal,Maman Doni,True,Local Guide · 162 ulasan · 1.114 foto,5 bintang,5 tahun lalu,Nyebrang menyenangkan nih pelabuhan.. pelayananya ramah tetap menjaga protokoler kesehatan.. asyik bener lautnya.. 😎😎 …,0,True,,nyebrang menyenangkan nih pelabuhan pelayananya ramah tetap menjaga protokoler kesehatan asyik bener lautnya,nyebrang senang nih pelayananya ramah tetap jaga protokoler sehat asyik bener laut,nyebrang menyenangkan nih pelayananya ramah tetap menjaga protokoler kesehatan asyik bener lautnya,POSITIF,"['Fasilitas', 'Pelayanan', 'Keamanan']"
Telaga Punggur Ferry Terminal,Lani Puspita,True,Local Guide · 244 ulasan · 118 foto,4 bintang,7 tahun lalu,"Pelabuhan menuju Tanjung Pinang, Tanjung Uban, Dabo Singkep, Sungai Tenam, & Anambas.",0,False,,pelabuhan menuju tanjung pinang tanjung uban dabo singkep sungai tenam anambas,tuju dabo singkep sungai tenam anambas,menuju dabo singkep sungai tenam anambas,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Sathishkumar,False,3 ulasan,5 bintang,9 bulan lalu,Very nice place😍 …,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Annissa Valentina,True,Local Guide · 434 ulasan · 991 foto,5 bintang,4 tahun lalu,"Tempatnya luas, bersih, hanya saja memang tidak bisa naik ojek online dari sini harus jalan terlebih dahulu ke pintu masuk, dan itu cukup jauh, tapi tempatnya oke kok untuk pelabuhan ini cukup bersih dan kulihat ada beberapa tempat makan dan minimarket di luarnya 😊 …",1,False,,tempatnya luas bersih hanya saja memang tidak bisa naik ojek online dari sini harus jalan terlebih dahulu ke pintu masuk dan itu cukup jauh tapi tempatnya oke kok untuk pelabuhan ini cukup bersih dan kulihat ada beberapa tempat makan dan minimarket di luarnya,luas bersih memang ojek online lebih pintu jauh oke bersih lihat makan minimarket luar,luas bersih memang ojek online terlebih pintu jauh oke bersih kulihat makan minimarket luarnya,POSITIF,"['Fasilitas', 'Kebersihan', 'Akses', 'Parkir']"
Telaga Punggur Ferry Terminal,Hasan Basri Mangunsong,True,Local Guide · 25 ulasan · 1 foto,5 bintang,9 bulan lalu,"Kemanan penumpang sangat bagus .
Dan transportasi online cukup memadai buat passenger yg dtng dr luar Batam. Lokasinya / area pelabuhan terjaga kerbrsihan dan estetika bangun tertata rapi",0,False,,kemanan penumpang sangat bagus dan transportasi online cukup memadai buat passenger yg dtng dr luar batam lokasinya area pelabuhan terjaga kerbrsihan dan estetika bangun tertata rapi,keman bagus transportasi online pada passenger dtng dr lokasi jaga kerbrsihan estetika bangun tata rapi,kemanan bagus transportasi online memadai passenger dtng dr lokasinya terjaga kerbrsihan estetika bangun tertata rapi,POSITIF,"['Kebersihan', 'Akses', 'Keamanan']"
Telaga Punggur Ferry Terminal,Robby Lou,True,Local Guide · 34 ulasan · 543 foto,2 bintang,8 tahun lalu,"Tempat kotor, petunjuk arah terbatas, dan banyak preman taxi",0,False,,tempat kotor petunjuk arah terbatas dan banyak preman taxi,kotor tunjuk arah batas preman,kotor petunjuk arah terbatas preman,NEGATIF,"['Kebersihan', 'Keamanan']"
Telaga Punggur Ferry Terminal,Fanie Wong,False,1 ulasan · 18 foto,2 bintang,9 tahun lalu,Masih kacau karna pembangunan blm siap dan bnyk debu...,0,False,,masih kacau karena pembangunan belum siap dan bnyk debu,kacau bangun siap bnyk debu,kacau pembangunan siap bnyk debu,NEGATIF,"['Fasilitas', 'Kebersihan']"
Telaga Punggur Ferry Terminal,Syahruji IAI,True,Local Guide · 32 ulasan · 148 foto,4 bintang,setahun lalu,Transportasi aman dan murah antar pulau,0,True,,transportasi aman dan murah antar pulau,transportasi aman murah antar,transportasi aman murah antar,POSITIF,"['Akses', 'Harga', 'Keamanan']"
Telaga Punggur Ferry Terminal,Willy Martin,True,Local Guide · 145 ulasan · 167 foto,2 bintang,7 tahun lalu,Complicated process. The parking lot is on the ground floor while the check in counter is on 3rd floor. After you checked in you go through scanning on 2nd floor and depart on ground floor. Inefficient process. Parking is also another … Lainnya,1,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Last Guide,True,Local Guide · 7 ulasan · 13 foto,2 bintang,setahun lalu,"Masih seperti dulu, untuk pemakaian transportasi online susah..",0,False,,masih seperti dulu untuk pemakaian transportasi online susah,dulu pakai transportasi online susah,dulu pemakaian transportasi online susah,NEGATIF,['Akses']
Telaga Punggur Ferry Terminal,Lgaol Marbun,True,Local Guide · 24 ulasan · 49 foto,5 bintang,5 tahun lalu,Sangat bagus tertata rapi nyaman,0,True,,sangat bagus tertata rapi nyaman,bagus tata rapi nyaman,bagus tertata rapi nyaman,POSITIF,"['Kebersihan', 'Kenyamanan', 'Keamanan']"
Telaga Punggur Ferry Terminal,Nova Saputra,True,Local Guide · 504 ulasan · 2.521 foto,5 bintang,7 tahun lalu,"Sudah dua kali kesini naik kapal Roro, sering terjadi antrian panjang kalau hari-hari besar",0,False,,sudah dua kali kesini naik kapal roro sering terjadi antrian panjang kalau hari hari besar,kesini jadi antri panjang besar,kesini terjadi antrian panjang besar,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Yon Mansyah,True,Local Guide · 183 ulasan · 418 foto,3 bintang,7 tahun lalu,"Rame, pelayanan yg cepat dan tepat waktu",0,True,,rame pelayanan yg cepat dan tepat waktu,rame layan cepat tepat,rame pelayanan cepat tepat,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,suara kala,True,Local Guide · 47 ulasan · 95 foto,5 bintang,5 tahun lalu,"Pelabuhan ini menghubungkan Pulau Batam- Tanjung Uban -Tanjung Pinang, Kepulau Riau. … Lainnya",1,True,,pelabuhan ini menghubungkan pulau batam tanjung uban tanjung pinang kepulau riau lainnya,hubung pulau riau lain,menghubungkan kepulau riau lainnya,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Ruziana Fathruzi,True,Local Guide · 47 ulasan · 56 foto,5 bintang,3 bulan lalu,"ternyata untuk angkutan online sudah berpindah ke dekat gapura kampung tua, lumayan jalan nanjak.
Tapi bisa naik trans batam yang parkirnya lebih dekat, harga murah 5 ribu/orang",0,False,,ternyata untuk angkutan online sudah berpindah ke dekat gapura kampung tua lumayan jalan nanjak tapi bisa naik trans batam yang parkirnya lebih dekat harga murah ribu orang,nyata angkut online pindah dekat gapura kampung tua lumayan nanjak trans parkir dekat harga murah ribu,ternyata angkutan online berpindah dekat gapura kampung tua lumayan nanjak trans parkirnya dekat harga murah ribu,POSITIF,"['Parkir', 'Harga']"
Telaga Punggur Ferry Terminal,hidayatullah muhammad,True,Local Guide · 157 ulasan · 320 foto,5 bintang,2 tahun lalu,"- Fasilitas Lengkap & Ramah Pengguna
- Alur Keberangkatan & Kedatangan sangat jelas dan teratur.",0,False,,fasilitas lengkap ramah pengguna alur keberangkatan kedatangan sangat jelas dan teratur,fasilitas lengkap ramah guna alur berangkat datang jelas atur,fasilitas lengkap ramah pengguna alur keberangkatan kedatangan jelas teratur,POSITIF,"['Fasilitas', 'Pelayanan']"
Telaga Punggur Ferry Terminal,chua qianlong,False,7 ulasan · 5 foto,5 bintang,7 tahun lalu,"Bagus bersih bagian dalam ,, diluar agak kurang ..mungkin karna ada pembangunan insfratruktur jalan dsbg ..",0,False,,bagus bersih bagian dalam diluar agak kurang mungkin karena ada pembangunan insfratruktur jalan dsbg,bagus bersih bagi luar kurang bangun insfratruktur dsbg,bagus bersih bagian diluar kurang pembangunan insfratruktur dsbg,NETRAL,['Kebersihan']
Telaga Punggur Ferry Terminal,Arip Sarifudin (Arip),True,Local Guide · 114 ulasan · 308 foto,5 bintang,7 tahun lalu,"Tempatnya nyaman bersih,dan tenang untuk menunggu kapal",0,False,,tempatnya nyaman bersih dan tenang untuk menunggu kapal,nyaman bersih tenang tunggu,nyaman bersih tenang menunggu,POSITIF,"['Kebersihan', 'Kenyamanan', 'Keamanan']"
Telaga Punggur Ferry Terminal,syamsudinbob45 bob,True,Local Guide · 16 ulasan · 3 foto,4 bintang,8 tahun lalu,Kenapa Taxi Online gak bisa kita sewa di pelabuhan Telaga Punggur...? Ada apa...?,0,False,,kenapa taxi online tidak bisa kita sewa di pelabuhan telaga punggur ada apa,online sewa,online sewa,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Fakhrul Rhozy,True,Local Guide · 5 ulasan · 21 foto,3 bintang,8 tahun lalu,Susah bawak barang banyak klw lewt jenjang manual,0,False,,susah bawak barang banyak kalau lewt jenjang manual,susah bawak lewt jenjang manual,susah bawak lewt jenjang manual,NETRAL,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Karta Afriyan Hadi Jaya,True,Local Guide · 81 ulasan · 6 foto,5 bintang,2 tahun lalu,untuk fasilitas semoga semakin di tingkatkan lagi,0,False,,untuk fasilitas semoga semakin di tingkatkan lagi,fasilitas moga makin tingkat,fasilitas semoga semakin tingkatkan,NETRAL,['Fasilitas']
Telaga Punggur Ferry Terminal,wahyu hidayat,True,Local Guide · 64 ulasan · 189 foto,5 bintang,3 tahun lalu,"Salah satu pelabuhan di Pulau Batam, penghubung antar pulau di KEPRI. salah satu rutenya yaitu tujuan tanjung uban & tanjung pinang",0,True,,salah satu pelabuhan di pulau batam penghubung antar pulau di kepri salah satu rutenya yaitu tujuan tanjung uban tanjung pinang,hubung antar kepri rute,penghubung antar kepri rutenya,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Kebin Luo,True,Local Guide · 51 ulasan · 12 foto,4 bintang,7 tahun lalu,Very good and comfort harbour but parking lot are very limitef,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Darma Wangsyah,True,Local Guide · 25 ulasan · 190 foto,4 bintang,3 tahun lalu,"Tempat pelabuhan kapal ferry kalau kapal air dari pelabuhan kijang ke tanjung pinang, lumayan jauh",0,False,,tempat pelabuhan kapal ferry kalau kapal air dari pelabuhan kijang ke tanjung pinang lumayan jauh,air kijang lumayan jauh,air kijang lumayan jauh,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,fizram (hafiz ramadhan),True,Local Guide · 143 ulasan · 792 foto,5 bintang,Diedit 7 tahun lalu,Tempat penyebrangan dari batam. Kebetulan saya kemarin ke tj. Pinang.,0,True,,tempat penyebrangan dari batam kebetulan saya kemarin ke tj pinang,penyebrangan betul kemarin tj,penyebrangan kebetulan kemarin tj,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Kumara,True,Local Guide · 427 ulasan · 539 foto,5 bintang,Diedit 4 tahun lalu,Tempat untuk menyeberang dari Batam ke pulau bintan,0,True,,tempat untuk menyeberang dari batam ke pulau bintan,seberang,menyeberang,NETRAL,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Dwiki Ichsan Akbar,False,2 ulasan,1 bintang,setahun lalu,"Tiket tiket online yg sangat ribet, jadwal roro yg gak jelas nyampe jam berapa bersandar jam berapa sumpah dah buruk sekali",0,False,,tiket tiket online yg sangat ribet jadwal roro yg tidak jelas nyampe jam berapa bersandar jam berapa sumpah dah buruk sekali,online ribet jadwal jelas nyampe berapa sandar berapa sumpah dah buruk,online ribet jadwal jelas nyampe berapa bersandar berapa sumpah dah buruk,NEGATIF,['Tiket']
Telaga Punggur Ferry Terminal,The Tutor,True,Local Guide · 152 ulasan · 283 foto,5 bintang,2 tahun lalu,"Rapi bersih, toilet bagus. Untuk bangunan depan jalan masuk sebaiknya segera diselesaikan .",1,False,,rapi bersih toilet bagus untuk bangunan depan jalan masuk sebaiknya segera diselesaikan,rapi bersih toilet bagus bangun baik segera selesai,rapi bersih toilet bagus bangunan sebaiknya segera diselesaikan,POSITIF,['Kebersihan']
Telaga Punggur Ferry Terminal,Elva Hendri,True,Local Guide · 75 ulasan · 46 foto,5 bintang,setahun lalu,Ruangan tunggu bersih dan luas,0,True,,ruangan tunggu bersih dan luas,ruang bersih luas,ruangan bersih luas,POSITIF,"['Kebersihan', 'Parkir', 'Harga']"
Telaga Punggur Ferry Terminal,Daeng Firman Afriyansyah al-Nafis,True,Local Guide · 295 ulasan · 680 foto,4 bintang,8 tahun lalu,"after the inter-island sea port building was massively restored, it now looks nice and ideal for a standard and unabashed seaport",0,False,,"setelah bangunan pelabuhan laut antar pulau dipugar secara besar-besaran, sekarang terlihat bagus dan ideal untuk pelabuhan laut yang standar dan tidak malu-malu",bangun antar pugar besar lihat bagus ideal standar malu,"bangunan antar dipugar besar-besaran, terlihat bagus ideal standar malu-malu",NETRAL,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Muhammad Hafiz,True,Local Guide · 216 ulasan · 655 foto,5 bintang,7 tahun lalu,semoga pihak pemerintah menertibkan parkir2 disekitar terminal dan taxi di pelabuhan. karena membuat tidak nyaman,1,True,,semoga pihak pemerintah menertibkan parkir disekitar terminal dan taxi di pelabuhan karena membuat tidak nyaman,moga pihak perintah tertib parkir sekitar buat nyaman,semoga pihak pemerintah menertibkan parkir disekitar membuat nyaman,NETRAL,"['Parkir', 'Kenyamanan', 'Keamanan']"
Telaga Punggur Ferry Terminal,Warnet Maimo,True,Local Guide · 62 ulasan · 511 foto,1 bintang,8 tahun lalu,Kesannya kumuh biarpun bangunan megah. Taksinya mahal-mahal. Sementara taksi online dilarang ambil penumpang.,1,False,,kesannya kumuh biarpun bangunan megah taksinya mahal mahal sementara taksi online dilarang ambil penumpang,kesan kumuh biarpun bangun megah taksi mahal mahal online larang,kesannya kumuh biarpun bangunan megah taksinya mahal mahal online dilarang,NEGATIF,"['Kebersihan', 'Harga']"
Telaga Punggur Ferry Terminal,Lina W. Sasmita,True,Local Guide · 30 ulasan · 304 foto,5 bintang,8 tahun lalu,I love to travel here especially on afternoon. I can see sunset and other sky attractions. The building of terminal is new and now work to use as well.,3,True,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Tekad Matulatan,True,Local Guide · 82 ulasan · 205 foto,4 bintang,8 tahun lalu,"Newly renovated building giving more comfort for visitor who want to cross to another islands.
Spacious and well air conditioned waiting room and new fresh rest room. Hope … Lainnya",0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Warlia Yasin,True,Local Guide · 142 ulasan · 871 foto,5 bintang,6 tahun lalu,"Ya Allah rasa diteriaki dsini,
Marketingnya emang kayak gini yah?
Kok baru nyampe tapi penjual tiketnya meneriaki dn ribut sekali.bikin gak nyaman",0,True,,ya allah rasa diteriaki dsini marketingnya emang kayak gini yah kok baru nyampe tapi penjual tiketnya meneriaki dn ribut sekali bikin tidak nyaman,allah rasa riak dsini marketingnya emang kayak gin yah baru nyampe jual tiket riak dn ribut nyaman,allah rasa diteriaki dsini marketingnya emang kayak gini yah baru nyampe penjual tiketnya meneriaki dn ribut nyaman,POSITIF,"['Tiket', 'Kenyamanan', 'Keamanan']"
Telaga Punggur Ferry Terminal,Krist Atmadi,True,Local Guide · 89 ulasan · 74 foto,3 bintang,6 tahun lalu,Well maintaned but need to be improved. Arrival area needs to be improved as soon as possible,0,False,,error 500 (server error)!!1500.that’s an error.there was an error. please try again later.that’s all we know.,error 500 server error 1500 that s error there error please try later that s know,error 500 (server error)!!1500.that’s error.there error. please try later.that’s know.,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Yudi Handoko,True,Local Guide · 61 ulasan · 33 foto,4 bintang,Diedit 2 tahun lalu,"Bersih, parkir luas,  kurang dingin.",0,False,,bersih parkir luas kurang dingin,bersih parkir luas kurang dingin,bersih parkir luas kurang dingin,POSITIF,"['Kebersihan', 'Parkir']"
Telaga Punggur Ferry Terminal,Lendra Elmita,False,3 ulasan · 9 foto,5 bintang,3 tahun lalu,Viewnya bagus banget di ruang tunggu dan pembelian tiket.,0,True,,viewnya bagus banget di ruang tunggu dan pembelian tiket,viewnya bagus beli,viewnya bagus pembelian,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Rendy Eko Prasetio,True,Local Guide · 56 ulasan · 267 foto,5 bintang,setahun lalu,Pulang ke Tanjungpinang kota Gurindam,0,True,,pulang ke tanjungpinang kota gurindam,pulang gurindam,pulang gurindam,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Trhoz ID,True,Local Guide · 33 ulasan · 86 foto,4 bintang,8 tahun lalu,Baik nya ditambah penataan dermaga dan informasi kapal yang akan berangkat.,0,False,,baik nya ditambah penataan dermaga dan informasi kapal yang akan berangkat,baik tambah tata dermaga informasi berangkat,baik ditambah penataan dermaga informasi berangkat,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Dwiky Ibn Muthy,False,7 ulasan · 4 foto,3 bintang,7 tahun lalu,Akses jalannya terlalu kotor saat hujan. Dan masih banyak yg perlu di perbaiki,0,False,,akses jalannya terlalu kotor saat hujan dan masih banyak yg perlu di perbaiki,akses jalan terlalu kotor hujan baik,akses jalannya terlalu kotor hujan perbaiki,NETRAL,"['Kebersihan', 'Akses']"
Telaga Punggur Ferry Terminal,Hary Eka Pratama,True,Local Guide · 32 ulasan · 14 foto,5 bintang,6 tahun lalu,Kalau mau ke batam- Tanjungpinang ya lewat sini nii... Semoga makin bagus pelayanan dan fadilitasnya,0,False,,kalau mau ke batam tanjungpinang ya lewat sini nii semoga makin bagus pelayanan dan fadilitasnya,lewat nii moga makin bagus layan fadilitasnya,lewat nii semoga makin bagus pelayanan fadilitasnya,POSITIF,['Umum/Lainnya']
Telaga Punggur Ferry Terminal,Bangun Tua Harahap,True,Local Guide · 34 ulasan · 19 foto,4 bintang,9 bulan lalu,Lumayan bagus pelayanannnya,0,False,,lumayan bagus pelayanannnya,lumayan bagus pelayanannnya,lumayan bagus pelayanannnya,POSITIF,['Pelayanan']
Telaga Punggur Ferry Terminal,Daniel kok san,True,Local Guide · 476 ulasan · 88 foto,4 bintang,2 tahun lalu,"Terminal ferry dari pulau ke pulau sekitaran Kepri.
Tempatnya rapi dan bersih",0,False,,terminal ferry dari pulau ke pulau sekitaran kepri tempatnya rapi dan bersih,sekitar kepri rapi bersih,sekitaran kepri rapi bersih,POSITIF,['Kebersihan']
